year,university,school,degree,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile
2013,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy and Business,97.4,96.1,3701.0,3200.0,3727.0,3350.0,2900.0,4000.0
2013,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy (3-yr direct Honours Programme),97.1,95.7,2850.0,2700.0,2938.0,2700.0,2700.0,2900.0
2013,Nanyang Technological University,College of Business (Nanyang Business School),Business (3-yr direct Honours Programme),90.9,85.7,3053.0,3000.0,3214.0,3000.0,2700.0,3500.0
2013,Nanyang Technological University,College of Business (Nanyang Business School),Business and Computing,87.5,87.5,3557.0,3400.0,3615.0,3400.0,3000.0,4100.0
2013,Nanyang Technological University,College of Engineering,Aerospace Engineering,95.3,95.3,3494.0,3500.0,3536.0,3500.0,3100.0,3816.0
2013,Nanyang Technological University,College of Engineering,Bioengineering,81.3,68.8,2952.0,2900.0,3166.0,3125.0,2893.0,3365.0
2013,Nanyang Technological University,College of Engineering,Chemical and Biomolecular Engineering,87.3,85.1,3235.0,3000.0,3377.0,3200.0,3000.0,3800.0
2013,Nanyang Technological University,College of Engineering,Computer Engineering,90.3,88.2,3326.0,3100.0,3374.0,3175.0,3000.0,3600.0
2013,Nanyang Technological University,College of Engineering,Civil Engineering,94.8,93.8,3091.0,3000.0,3182.0,3100.0,3000.0,3380.0
2013,Nanyang Technological University,College of Engineering,Computer Science,92.1,88.5,3249.0,3000.0,3306.0,3125.0,3000.0,3600.0
2013,Nanyang Technological University,College of Engineering,Electrical and Electronic Engineering,91.0,88.7,3133.0,3000.0,3187.0,3100.0,3000.0,3440.0
2013,Nanyang Technological University,College of Engineering,Environmental Engineering,84.0,81.5,3091.0,3000.0,3140.0,3000.0,3000.0,3300.0
2013,Nanyang Technological University,College of Engineering,Information Engineering and Media,85.7,79.6,3160.0,3150.0,3203.0,3200.0,2950.0,3400.0
2013,Nanyang Technological University,College of Engineering,Materials Engineering,82.5,78.9,2989.0,3000.0,3096.0,3000.0,2800.0,3300.0
2013,Nanyang Technological University,College of Engineering,Mechanical Engineering,91.6,89.5,3125.0,3000.0,3226.0,3100.0,3000.0,3500.0
2013,Nanyang Technological University,College of Engineering,Maritime Studies,95.6,93.3,3050.0,3000.0,3111.0,3000.0,2850.0,3200.0
2013,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design & Media",81.6,61.4,2639.0,2500.0,2638.0,2500.0,2300.0,2900.0
2013,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,85.1,80.5,2818.0,2800.0,2924.0,3000.0,2600.0,3300.0
2013,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,89.4,79.6,2893.0,2930.0,2956.0,3000.0,2700.0,3250.0
2013,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics (4-years programme),89.9,83.5,3085.0,3000.0,3148.0,3000.0,2800.0,3545.0
2013,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,82.7,67.3,3087.0,3000.0,3179.0,3100.0,2800.0,3400.0
2013,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics and Multilingual Studies,90.6,81.3,2691.0,2600.0,2725.0,2625.0,2475.0,3018.0
2013,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,82.4,71.8,3007.0,3000.0,3061.0,3000.0,2750.0,3255.0
2013,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,74.4,55.8,2980.0,3000.0,3082.0,3100.0,2800.0,3310.0
2013,Nanyang Technological University,College of Science,Biomedical Sciences (Traditional Chinese Medicine) #,90.7,88.4,2840.0,2800.0,2883.0,2807.0,2700.0,3000.0
2013,Nanyang Technological University,College of Science,Biological Sciences,78.6,68.1,2881.0,2900.0,3002.0,3000.0,2700.0,3250.0
2013,Nanyang Technological University,College of Science,Chemistry & Biological Chemistry,79.8,68.9,2993.0,3000.0,3083.0,3100.0,2800.0,3400.0
2013,Nanyang Technological University,College of Science,Mathematical Science,86.0,83.7,3169.0,3000.0,3262.0,3000.0,2750.0,3500.0
2013,Nanyang Technological University,College of Science,Physics / Applied Physics,80.8,69.2,3164.0,3000.0,3208.0,3300.0,2900.0,3400.0
2013,Nanyang Technological University,College of Science,Sports Science and Management,68.2,59.1,2968.0,3000.0,2985.0,3000.0,2700.0,3400.0
2013,Nanyang Technological University,National Institute of Education (NIE),Science (with Education),100.0,100.0,3377.0,3400.0,3478.0,3498.0,3300.0,3800.0
2013,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),100.0,100.0,3413.0,3426.0,3506.0,3498.0,3400.0,3575.0
2013,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,84.8,70.1,2741.0,2730.0,2888.0,2800.0,2500.0,3080.0
2013,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),86.6,74.6,3057.0,3200.0,3154.0,3200.0,2800.0,3500.0
2013,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,88.1,76.8,3098.0,3100.0,3210.0,3200.0,2800.0,3500.0
2013,National University of Singapore,NUS Business School,Bachelor of Business Administration,88.7,81.7,2960.0,2868.0,3062.0,3000.0,2700.0,3370.0
2013,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),94.6,90.3,3404.0,3050.0,3512.0,3200.0,2800.0,3800.0
2013,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy),93.3,88.9,2740.0,2700.0,2922.0,2700.0,2700.0,3018.0
2013,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),97.2,94.4,3065.0,2800.0,3143.0,2800.0,2700.0,3200.0
2013,National University of Singapore,School of Computing,Bachelor of Computing (Communications and Media),88.9,77.8,3350.0,3000.0,3377.0,3050.0,2825.0,3425.0
2013,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),92.4,83.3,3933.0,3400.0,3953.0,3425.0,3000.0,4000.0
2013,National University of Singapore,School of Computing,Bachelor of Computing (Electronic Commerce),88.9,83.3,3277.0,3050.0,3320.0,3080.0,2800.0,3553.0
2014,Nanyang Technological University,College of Engineering,Aerospace Engineering,84.6,82.7,3715.0,3700.0,3911.0,3770.0,3300.0,4070.0
2013,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),89.2,83.9,3266.0,3000.0,3322.0,3005.0,3000.0,3800.0
2013,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,100.0,100.0,4106.0,4000.0,4106.0,4000.0,4000.0,4400.0
2013,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design),82.1,53.6,3007.0,2650.0,3023.0,2650.0,2400.0,3000.0
2013,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),96.8,96.8,2961.0,2980.0,3025.0,3000.0,2800.0,3200.0
2013,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),89.2,89.2,2839.0,2800.0,2988.0,2900.0,2600.0,3179.0
2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Bioengineering),74.0,60.0,2823.0,3000.0,3068.0,3000.0,2720.0,3250.0
2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),93.2,90.0,3245.0,3000.0,3359.0,3175.0,3000.0,3644.0
2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),96.1,94.1,3140.0,3000.0,3154.0,3050.0,3000.0,3300.0
2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Computer Engineering),88.9,85.6,3592.0,3200.0,3653.0,3200.0,3000.0,3970.0
2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),88.5,88.0,3286.0,3100.0,3334.0,3200.0,3000.0,3600.0
2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Engineering Science),86.2,75.9,2940.0,3000.0,2960.0,3000.0,2800.0,3150.0
2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),93.8,87.5,3153.0,3100.0,3208.0,3110.0,3000.0,3500.0
2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),93.9,92.4,3330.0,3200.0,3397.0,3200.0,3000.0,3800.0
2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),90.9,87.9,3036.0,3000.0,3169.0,3000.0,3000.0,3260.0
2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),89.1,87.2,3155.0,3000.0,3319.0,3225.0,3000.0,3500.0
2013,National University of Singapore,Faculty of Law,Bachelor of Laws (LLB) (Hons),98.8,98.2,4922.0,4800.0,5099.0,5000.0,4500.0,5800.0
2013,National University of Singapore,YLL School of Medicine,Bachelor of Medicine and Bachelor of Surgery (MBBS),100.0,100.0,4406.0,4500.0,4741.0,4500.0,4500.0,5200.0
2013,National University of Singapore,YLL School of Medicine,Bachelor of Science (Nursing),97.5,97.5,2687.0,2750.0,2886.0,2950.0,2700.0,3050.0
2013,National University of Singapore,YLL School of Medicine,Bachelor of Science (Nursing) (Hons),100.0,100.0,2896.0,3000.0,3042.0,3025.0,3000.0,3200.0
2013,National University of Singapore,Faculty of Science,Bachelor of Applied Science (Hons),97.3,97.3,2850.0,2750.0,2925.0,2900.0,2600.0,3255.0
2013,National University of Singapore,Faculty of Science,Bachelor of Science,80.9,65.1,2726.0,2700.0,2804.0,2800.0,2600.0,3000.0
2013,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),83.6,74.0,3101.0,3000.0,3217.0,3100.0,2868.0,3500.0
2013,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) (Hons),96.4,96.4,3473.0,3500.0,3540.0,3500.0,3350.0,3750.0
2013,Singapore Management University,School of Accountancy (4-year programme),Accountancy (4-years programme),94.2,93.2,3231.0,2800.0,3342.0,2825.0,2700.0,3430.0
2013,Singapore Management University,School of Accountancy (4-year programme),Accountancy (4-years programme) (Hons),95.2,95.2,3580.0,2900.0,3634.0,3000.0,2700.0,3750.0
2013,Singapore Management University,School of Business (4-year programme),Business Management (4-years programme),93.2,87.3,3344.0,3000.0,3520.0,3200.0,2800.0,3750.0
2013,Singapore Management University,School of Business (4-year programme),Business Management (4-years programme) (Hons),95.9,93.8,3825.0,3500.0,3975.0,3580.0,3000.0,4100.0
2013,Singapore Management University,School of Economics (4-year programme),Economics (4-years programme),90.6,88.6,3389.0,3200.0,3513.0,3339.0,3000.0,3800.0
2013,Singapore Management University,School of Economics (4-year programme),Economics (4-years programme) (Hons),94.0,94.0,3731.0,3500.0,3820.0,3600.0,3250.0,4000.0
2013,Singapore Management University,School of Information Systems (4-year programme),Information Systems Management (4-years programme),93.6,89.5,3389.0,3300.0,3468.0,3300.0,3000.0,3800.0
2013,Singapore Management University,School of Information Systems (4-year programme),Information Systems Management (4-years programme) (Hons),100.0,90.9,3786.0,3725.0,3862.0,3800.0,3500.0,4000.0
2013,Singapore Management University,School of Social Sciences (4-year programme),Social Sciences (4-years programme),86.5,79.8,3122.0,3000.0,3150.0,3000.0,2600.0,3320.0
2013,Singapore Management University,School of Social Sciences (4-year programme),Social Sciences (4-years programme) (Hons),87.5,83.3,3251.0,3200.0,3267.0,3200.0,2800.0,3781.0
2013,Singapore Management University,School of Law (4-year programme),Law (4-years programme) #,100.0,100.0,5023.0,4800.0,5246.0,5000.0,4500.0,6000.0
2013,Singapore Management University,School of Law (4-year programme),Law (4-years programme) Cum Laude and above #,100.0,100.0,5329.0,5000.0,5617.0,5547.0,4750.0,6400.0
2014,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy and Business,98.2,95.6,3539.0,3300.0,3597.0,3300.0,2900.0,4000.0
2014,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy (3-yr direct Honours Programme),96.6,96.1,2981.0,2800.0,3003.0,2840.0,2700.0,3000.0
2014,Nanyang Technological University,College of Business (Nanyang Business School),Business (3-yr direct Honours Programme),89.6,80.2,3231.0,3000.0,3318.0,3100.0,2800.0,3600.0
2014,Nanyang Technological University,College of Business (Nanyang Business School),Business and Computing,92.9,89.3,3398.0,3400.0,3431.0,3450.0,3232.0,4000.0
2014,Nanyang Technological University,College of Engineering,Bioengineering,79.8,69.7,2998.0,3000.0,3188.0,3000.0,2825.0,3400.0
2014,Nanyang Technological University,College of Engineering,Chemical and Biomolecular Engineering,83.8,76.1,3296.0,3250.0,3415.0,3400.0,3200.0,3575.0
2014,Nanyang Technological University,College of Engineering,Computer Engineering,91.4,88.8,3423.0,3300.0,3512.0,3400.0,3200.0,3800.0
2014,Nanyang Technological University,College of Engineering,Civil Engineering,93.8,92.9,3122.0,3000.0,3152.0,3100.0,3000.0,3300.0
2014,Nanyang Technological University,College of Engineering,Computer Science,94.5,93.7,3269.0,3200.0,3304.0,3200.0,3000.0,3700.0
2014,Nanyang Technological University,College of Engineering,Electrical and Electronic Engineering,90.7,88.4,3241.0,3175.0,3336.0,3200.0,3000.0,3500.0
2014,Nanyang Technological University,College of Engineering,Environmental Engineering,88.9,82.2,3121.0,3000.0,3111.0,3000.0,3000.0,3500.0
2014,Nanyang Technological University,College of Engineering,Information Engineering and Media,85.7,73.2,3185.0,3000.0,3318.0,3200.0,3000.0,3600.0
2014,Nanyang Technological University,College of Engineering,Materials Engineering,82.5,77.7,3145.0,3000.0,3261.0,3150.0,3000.0,3410.0
2014,Nanyang Technological University,College of Engineering,Mechanical Engineering,90.2,87.8,3161.0,3000.0,3289.0,3100.0,3000.0,3500.0
2014,Nanyang Technological University,College of Engineering,Maritime Studies,92.5,92.5,3163.0,3050.0,3206.0,3050.0,3000.0,3500.0
2014,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design & Media",80.0,68.0,2761.0,2600.0,2791.0,2700.0,2300.0,3000.0
2014,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,86.8,75.8,2927.0,3000.0,3006.0,3000.0,2700.0,3300.0
2014,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,86.7,77.9,2891.0,2800.0,2976.0,3000.0,2600.0,3294.0
2014,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics (4-years programme),88.7,78.4,3183.0,3075.0,3222.0,3200.0,3000.0,3500.0
2014,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,87.0,63.0,3137.0,3000.0,3432.0,3100.0,2800.0,3990.0
2014,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics and Multilingual Studies,85.7,66.7,3066.0,3000.0,3148.0,3230.0,2800.0,3500.0
2014,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,66.7,54.9,3197.0,3100.0,3228.0,3100.0,2800.0,3500.0
2014,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,73.2,67.9,3002.0,3000.0,3143.0,3100.0,2800.0,3260.0
2014,Nanyang Technological University,College of Science,Biomedical Science (Traditional Chinese Medicine) #,100.0,100.0,2974.0,2900.0,3018.0,2900.0,2786.0,3400.0
2014,Nanyang Technological University,College of Science,Biological Sciences,75.1,60.8,3083.0,3000.0,3174.0,3000.0,2800.0,3400.0
2014,Nanyang Technological University,College of Science,Chemistry & Biological Chemistry,80.5,68.3,3006.0,3000.0,3321.0,3100.0,2800.0,3400.0
2014,Nanyang Technological University,College of Science,Mathematics & Economics,88.4,87.0,3155.0,3200.0,3142.0,3200.0,2800.0,3500.0
2014,Nanyang Technological University,College of Science,Mathematical Science,91.3,79.7,3022.0,3000.0,3078.0,3200.0,2800.0,3300.0
2014,Nanyang Technological University,College of Science,Physics / Applied Physics,73.7,63.2,3034.0,3000.0,3241.0,3100.0,2800.0,3560.0
2014,Nanyang Technological University,College of Science,Sports Science and Management,87.9,69.7,3076.0,2800.0,3229.0,3000.0,2700.0,3590.0
2014,Nanyang Technological University,National Institute of Education (NIE),Science (with Education),100.0,100.0,3358.0,3400.0,3475.0,3475.0,3400.0,3750.0
2014,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),100.0,100.0,3388.0,3400.0,3536.0,3475.0,3400.0,3700.0
2014,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,81.9,65.3,2719.0,2750.0,2883.0,2800.0,2500.0,3010.0
2014,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),83.1,76.6,3141.0,3210.0,3277.0,3300.0,3000.0,3600.0
2014,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,88.7,80.1,3192.0,3200.0,3304.0,3250.0,3000.0,3600.0
2014,National University of Singapore,NUS Business School,Bachelor of Business Administration,87.9,83.6,3234.0,3000.0,3367.0,3000.0,2800.0,3300.0
2014,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),94.4,90.6,3979.0,3500.0,4090.0,3520.0,3200.0,4300.0
2014,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy),93.9,89.8,2836.0,2800.0,2989.0,2838.0,2700.0,3000.0
2014,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),100.0,96.3,3350.0,2850.0,3407.0,2912.0,2800.0,3614.0
2014,National University of Singapore,School of Computing,Bachelor of Computing (Communications and Media),82.1,82.1,3107.0,3000.0,3129.0,3088.0,2900.0,3300.0
2014,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),90.6,85.9,3729.0,3500.0,3712.0,3500.0,3300.0,4000.0
2014,National University of Singapore,School of Computing,Bachelor of Computing (Electronic Commerce),85.7,85.7,3183.0,3000.0,3386.0,3200.0,3000.0,3500.0
2014,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),95.5,92.0,3684.0,3352.0,3789.0,3500.0,3100.0,4039.0
2014,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,100.0,100.0,4054.0,4000.0,4054.0,4000.0,4000.0,4020.0
2014,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture),98.4,95.2,4290.0,4200.0,4400.0,4275.0,4000.0,4750.0
2014,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design),77.3,59.1,2600.0,2550.0,2603.0,2565.0,2200.0,3000.0
2014,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),95.3,94.1,3089.0,3000.0,3181.0,3000.0,2900.0,3360.0
2014,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),93.1,89.2,2931.0,2950.0,3108.0,3000.0,2750.0,3300.0
2014,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering),87.5,77.1,2966.0,3000.0,3058.0,3000.0,2700.0,3300.0
2014,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),83.9,76.4,3277.0,3200.0,3434.0,3300.0,3000.0,3650.0
2014,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),97.1,97.1,3212.0,3200.0,3281.0,3208.0,3000.0,3500.0
2014,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Computer Engineering),95.2,92.4,3674.0,3500.0,3762.0,3500.0,3200.0,4080.0
2014,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),90.6,88.1,3306.0,3200.0,3571.0,3300.0,3000.0,3800.0
2014,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Engineering Science),81.3,62.5,3375.0,3300.0,3465.0,3400.0,3275.0,3790.0
2014,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),95.2,92.9,3250.0,3200.0,3215.0,3230.0,3000.0,3422.0
2014,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),96.5,96.5,3591.0,3350.0,3719.0,3600.0,3200.0,4000.0
2014,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),78.6,73.8,3054.0,3100.0,3350.0,3300.0,3000.0,3600.0
2014,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),90.0,88.5,3160.0,3100.0,3323.0,3200.0,3000.0,3500.0
2014,National University of Singapore,Faculty of Law,Bachelor of Laws (LLB) (Hons),98.2,97.6,5027.0,5000.0,5247.0,5150.0,4800.0,5800.0
2014,National University of Singapore,YLL School of Medicine,Bachelor of Medicine and Bachelor of Surgery (MBBS),100.0,100.0,4404.0,4500.0,4886.0,5000.0,4500.0,5200.0
2014,National University of Singapore,YLL School of Medicine,Bachelor of Science (Nursing),100.0,95.6,2976.0,3000.0,3188.0,3200.0,3050.0,3386.0
2014,National University of Singapore,YLL School of Medicine,Bachelor of Science (Nursing) (Hons),100.0,100.0,3123.0,3270.0,3353.0,3500.0,3270.0,3600.0
2014,National University of Singapore,Faculty of Science,Bachelor of Applied Science (Hons),95.5,81.8,2760.0,2750.0,2831.0,2800.0,2600.0,3000.0
2014,National University of Singapore,Faculty of Science,Bachelor of Science,76.8,61.4,2804.0,2800.0,2973.0,3000.0,2700.0,3200.0
2014,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),86.6,75.8,3224.0,3200.0,3328.0,3210.0,2950.0,3600.0
2014,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) (Hons),98.9,96.7,3467.0,3500.0,3670.0,3630.0,3470.0,4000.0
2014,Singapore Management University,School of Accountancy (4-year programme),Accountancy (4-years programme),93.6,91.4,3375.0,2850.0,3420.0,2875.0,2722.0,3614.0
2014,Singapore Management University,School of Accountancy (4-year programme),Accountancy (4-years programme) (Hons),97.4,96.1,3871.0,3450.0,3903.0,3500.0,2875.0,4300.0
2014,Singapore Management University,School of Business (4-year programme),Business Management (4-years programme),90.9,86.4,3630.0,3250.0,3752.0,3333.0,3000.0,4000.0
2014,Singapore Management University,School of Business (4-year programme),Business Management (4-years programme) (Hons),94.5,94.0,4019.0,3500.0,4116.0,3600.0,3200.0,4500.0
2014,Singapore Management University,School of Economics (4-year programme),Economics (4-years programme),90.2,83.9,3525.0,3500.0,3645.0,3500.0,3175.0,4000.0
2014,Singapore Management University,School of Economics (4-year programme),Economics (4-years programme) (Hons),90.6,89.1,3815.0,3800.0,3824.0,3800.0,3300.0,4350.0
2014,Singapore Management University,School of Business (4-year programme),Information Systems Management (4-year programme),92.9,80.6,3431.0,3225.0,3530.0,3350.0,3000.0,4000.0
2014,Singapore Management University,School of Business (4-year programme),Information Systems Management (4-year programme) (Hons),97.4,84.2,4057.0,4000.0,4151.0,4050.0,3500.0,4540.0
2014,Singapore Management University,School of Social Sciences (4-year programme),Social Sciences (4-years programme),90.9,84.1,2981.0,3000.0,3166.0,3000.0,2800.0,3580.0
2014,Singapore Management University,School of Social Sciences (4-year programme),Social Sciences (4-years programme) (Hons),87.5,81.3,3331.0,3215.0,3545.0,3590.0,3000.0,3955.0
2014,Singapore Management University,School of Law (4-year programme),Law (4-year programme) #,97.8,95.6,4932.0,4800.0,5332.0,5025.0,4600.0,5950.0
2014,Singapore Management University,School of Law (4-year programme),Law (4-year programme) Cum Laude and above #,97.7,97.7,5089.0,4900.0,5571.0,5800.0,4800.0,6000.0
2014,Singapore Institute of Technology,SIT-DigiPen Institute of Technology,Bachelor of Arts in Game Design,100.0,86.7,2490.0,2700.0,2490.0,2700.0,2575.0,2800.0
2014,Singapore Institute of Technology,SIT-DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Arts and Animation,90.6,84.4,2586.0,2600.0,2603.0,2600.0,2300.0,2885.0
2014,Singapore Institute of Technology,SIT-DigiPen Institute of Technology,Bachelor of Science in Computer Science and Game Design,100.0,100.0,2932.0,2875.0,2955.0,2975.0,2800.0,3075.0
2014,Singapore Institute of Technology,SIT-DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,100.0,100.0,2859.0,3000.0,2910.0,3000.0,2700.0,3300.0
2014,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,89.1,78.3,2547.0,2500.0,2595.0,2500.0,2400.0,2800.0
2014,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,93.9,90.9,2553.0,2500.0,2583.0,2500.0,2373.0,2800.0
2014,Singapore Institute of Technology,SIT-Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,90.1,84.5,3041.0,3000.0,3325.0,3300.0,3000.0,3650.0
2014,Singapore Institute of Technology,SIT-Newcastle University,Bachelor of Engineering with Honours in Marine Engineering,92.6,88.9,3208.0,3100.0,3334.0,3260.0,3003.0,3594.0
2014,Singapore Institute of Technology,SIT-Newcastle University,Bachelor of Engineering with Honours in Mechanical Design & Manufacturing Engineering,97.1,85.7,3196.0,3000.0,3273.0,3100.0,3000.0,3338.0
2014,Singapore Institute of Technology,SIT-Newcastle University,Bachelor of Engineering with Honours in Naval Architecture,100.0,94.1,3293.0,3355.0,3467.0,3500.0,3233.0,3675.0
2014,Singapore Institute of Technology,SIT-Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering,91.3,91.3,3311.0,3200.0,3467.0,3300.0,3075.0,3625.0
2014,Singapore Institute of Technology,SIT-Newcastle University,Bachelor of Science with Honours in Food & Human Nutrition,75.0,61.4,2806.0,2750.0,2854.0,2800.0,2500.0,3170.0
2014,Singapore Institute of Technology,Technische University Munich,Bachelor of Science in Chemical Engineering,86.7,86.7,2954.0,2900.0,3285.0,3200.0,2950.0,3755.0
2014,Singapore Institute of Technology,Technische University Munich,Bachelor of Science in Electrical Engineering & Information Technology,85.7,82.1,3072.0,2900.0,3141.0,3000.0,2800.0,3480.0
2014,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Professional Studies in Culinary Arts Management,89.3,89.3,2430.0,2400.0,2503.0,2500.0,2200.0,2600.0
2014,Singapore Institute of Technology,Trinity College Dublin,Bachelor of Science (Occupational Therapy),100.0,100.0,3127.0,3100.0,3151.0,3100.0,3000.0,3338.0
2014,Singapore Institute of Technology,Trinity College Dublin,Bachelor of Science (Physiotherapy),100.0,100.0,3204.0,3200.0,3229.0,3200.0,3000.0,3500.0
2014,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,88.0,88.0,3396.0,3000.0,3415.0,3000.0,2849.0,4194.0
2014,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,85.7,75.0,3217.0,3100.0,3333.0,3150.0,2900.0,3500.0
2014,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,92.3,92.3,3229.0,3000.0,3424.0,3250.0,2950.0,3556.0
2014,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,93.0,87.3,3067.0,3050.0,3209.0,3100.0,2964.0,3443.0
2014,Singapore Institute of Technology,University of Manchester,Bachelor of Science with Honours in Nursing Practice,97.2,94.4,3230.0,3260.0,3464.0,3511.0,3115.0,3860.0
2014,Singapore Institute of Technology,"University of Nevada, Las Vegas",Bachelor of Science (Major in Hospitality Management),88.8,78.0,2445.0,2500.0,2634.0,2500.0,2300.0,2900.0
2014,Singapore Institute of Technology,Wheelock College,Bachelor of Science in Early Childhood Education,97.1,97.1,2509.0,2600.0,2553.0,2600.0,2475.0,2613.0
2015,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy and Business,98.6,97.3,4225.0,3500.0,4438.0,3770.0,3000.0,4850.0
2015,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy (3-yr direct Honours Programme),97.3,96.5,3182.0,2850.0,3240.0,2875.0,2850.0,3125.0
2015,Nanyang Technological University,College of Business (Nanyang Business School),Business (3-yr direct Honours Programme),92.2,87.6,3343.0,3100.0,3502.0,3200.0,2900.0,3700.0
